file,report_type,process_time_ms,num_input_characters,path_extr_text_tokens,path_extr_prompt_instr_tokens,path_extr_total_needed,path_extr_used_ctx,path_cot_text_tokens,path_cot_prompt_instr_tokens,path_cot_total_needed,path_cot_used_ctx,cons_extr_text_tokens,cons_extr_prompt_instr_tokens,cons_extr_total_needed,cons_extr_used_ctx,cons_cot_text_tokens,cons_cot_prompt_instr_tokens,cons_cot_total_needed,cons_cot_used_ctx
1130120.txt,mode4_separate_twostep,106709,8932,1185,622,1807,2048,1185,801,1986,2048,1188,622,1810,2048,1188,801,1989,2048
